customer_id,clean_title,star_rating
33315487,Call of Duty: Black Ops II,5
40550841,SimCity - Limited Edition,1
51447735,Ori and the Blind Forest,5
462660,Sims 4,5
7283290,Alice: Madness Returns The Complete Collection,5
17536956,Prince of Persia: The Two Thrones,1
10228016,IGT Slots Garden Party,3
2849565,Trine 2: Complete Story,5
16040321,Brownies,1
29078865,Rocksmith 2014,5
38076088,Antiquity - Hidden Object Game,5
9658186,Mortal Kombat X,2
41972698,Final Fantasy XIV: A Realm Reborn,1
14884528,Child of Light,5
46719292,Wedding Day - Hidden Object Game,1
38321201,Chaser,4
1079453,Sims 4,5
16040321,The Musketeers: Victoria's Quest,5
6162043,Tropix,1
42055835,Medical Center - Hidden Object Games,2
52922171,Batman: Arkham Knight,5
1360879,Call of Duty: Advanced Warfare - Supremacy,5
19240657,King's Quest Collection,5
21819883,Hoyle Card Games 2012 AMR,1
30734157,Sword Art Online Re: Hollow Fragment,5
13093929,Snark Busters Trilogy (Mystery Masters),3
13093929,Amulet of Time: Shadow of La Rochelle,5
26079415,Mahjongg Dimensions Deluxe,5
37931120,Sims 4,1
12061025,Deus Ex: Human Revolution - Standard Edition,5
38034421,Wolfenstein The Old Blood,2
15655884,Sims 4,3
2791272,Galactic Civilizations II: Ultimate Edition,1
25184340,Destiny,5
10840975,SimCity Complete Edition,5
16514606,Dead Space 3,4
13036824,Carmen Sandiego Returns,1
45397166,Batman Arkham City GOTY,5
45075607,Minecraft for PC/Mac,2
32626361,Sonic Hits Collection,1
3890515,Nancy Drew: Shadow at the Water's Edge,1
46396803,Jewel Quest: The Sapphire Dragon,5
13093929,Whispered Legends: Tales of Middleport,2
37913402,Build-a-lot,5
13484361,Chocolatier 2: Secret Ingredients,2
14274976,WMS Slots: Jade Monkey,1
19439810,Star Wars The Old Republic,5
34340456,Destiny,5
1426154,Shining Force,1
2442805,Devil May Cry 4: Special Edition - Xbox One,5
51529295,Across The Plains - Hidden Object Game,5
28214803,Mortal Kombat X,5
31850134,Hoyle Bridge,2
33553576,Final Fantasy XI: Seekers of Adoulin,5
29960618,Star Wars The Old Republic,5
33553576,The Elder Scrolls Online Imperial Edition,4
1302250,Euro Truck Simulator 2,5
41199441,Call of Duty: Ghosts,1
8958255,Age of Empires III Complete Collection,1
16418517,Dream Inn: Driftwood,1
48637403,King's Quest Collection,5
45546787,BioShock Infinite,5
131003,Grand Theft Auto V,1
2427994,Sunset Override,5
26842555,All-in-One Mahjong,4
26842555,All-in-One Solitaire,4
2919462,Gears of War: Ultimate Edition Deluxe Version,5
52916494,Delicious - Emily's Childhood Memories Premium Edition,4
33553576,Final Fantasy XIV: A Realm Reborn,5
2002211,Dream Chronicles 1-4 Bundle,4
197498,Star Wars The Old Republic,5
1362256,Destiny,5
52186552,2 PLEX: EVE Online,5
36579847,Across The Plains - Hidden Object Game,3
11241493,Wargame: European Escalation,1
12569493,Megaman Legacy Collection,5
52916494,Delicious: Emily's Holiday Season,4
27920892,Sims 4,1
11634984,Game of Thrones: A Telltale Games Series,5
38322383,Battlefield Hardline,5
8034247,Dead Space,5
23805162,Out of the Park Baseball 15,1
41119069,Coffee Break - Hidden Object Game,3
33553576,Final Fantasy XI: Ultimate Collection Abyssea Edition,5
41491470,Luxor,5
12366496,WebPlus X8,1
29059295,FoneLab - iPhone Data Recovery,1
44065874,Rome: Total War - Gold Edition,5
51774334,The Last of Us,5
46316763,Amulet of Time: Shadow of La Rochelle,1
14905734,Soldier of Fortune,1
788340,Battlefield Hardline,1
7476225,Madden NFL 16,1
3997259,Trials Fusion,2
561720,Plants vs. Zombies Garden Warfare,1
1606902,Life Is Strange,5
131832,Star Wars The Old Republic,5
984166,Poker Superstars III,5
43922216,Gears of War: Ultimate Edition Deluxe Version,4
17425382,Return to Mysterious Island,1
2427994,Titanfall,5
14238763,Gears of War: Ultimate Edition Standard Version,2
18572434,Mortal Kombat X,5
375137,Minecraft for PC/Mac,5
109495,Madden NFL 16 Deluxe Edition - Pre-Load,2
495211,Destiny Expansion II: House of Wolves,5
36448944,The Evil Within,5
1687579,Caesar III,5
22944967,King's Bounty: Platinum Edition (The Legend & Armored Princess & Crossworlds),5
1225443,Royal Envoy,1
13989337,Flea Market - Hidden Object Game,3
23251971,The Heroes,1
24619360,Madden NFL 08,1
48705996,Civilization IV: Warlords,1
36448944,Oddworld: Abe's Exoddus,5
36448944,Metal Gear Rising Revengeance,5
49368658,Might & Magic X Legacy Deluxe Edition,5
8660374,The Expendables 2,5
4594069,FINAL FANTASY XIV: Heavensward,5
37843559,Star Wars The Old Republic,5
17873112,Sword Art Online Re: Hollow Fragment,2
1409814,Evolve,4
41921095,Rocket League,5
9066926,Mount & Blade: Warband,5
446527,Gears of War: Ultimate Edition Deluxe Version,5
11621908,Child of Light,5
6513060,Tropico 5,5
30622403,Plants vs. Zombies Garden Warfare,5
613559,SimCity: Cities of Tomorrow,4
1136652,Hoyle Bridge,3
15123897,Tetris Ultimate - Nintendo 3DS,1
9716644,Disney INFINITY (2.0 Edition),2
2229662,Plants vs. Zombies Garden Warfare,5
107478,Gears of War: Ultimate Edition Standard Version,2
44986068,Deal or No Deal,1
23251971,Battlelost,1
483667,Sims 4,5
13399295,Castle Crashers,5
32225838,Until Dawn  - PlayStation 4,5
16180464,Battlefield 2 Complete Collection,2
13989337,Route 66 - Hidden Object Game,3
43820969,Shadowrun Returns,4
48889317,Stamp ID3 Tag Editor - Edit Mp3 Tags and Update Song Metadata for Music Files,4
42286573,Empire: Total War,5
12449420,Crysis 3,4
26568252,Heroes of Might and Magic III Complete,5
21300902,Destiny,5
36890087,Far Cry 4,1
20901654,Mass Effect 2,1
36961837,Letters from Nowhere,5
36961837,Letters from Nowhere 2,5
41039816,Agricultural Simulator Historical Farming,1
32534017,flOw,2
13898249,Burger Rush,5
5012435,RuneScape,1
134399,Call of Duty: World at War,5
17607544,Flea Market - Hidden Object Game,1
51417958,Medieval II: Total War - Gold Edition,1
12160854,The Sims 3: Pets,5
43256125,Sims 4,5
28205377,Grand Theft Auto Vice City Stories,5
1995262,Villagers and Heroes,1
45700779,J-Stars Victory VS+ Launch Bundle ,5
146068,Minecraft - Xbox 360,5
39755395,AdventureQuest 5000 Z-Tokens,5
20009407,Crysis 3,5
5869231,IGT Slots Kitty Glitter,5
26513786,Ricochet Infinity,4
536675,Westward II: Heroes of the Frontier,4
10624309,IGT Slots: Day of the Dead,1
51427160,Diner Dash,5
243728,Madden NFL 16,5
10879760,Destiny - Expansion Pass - PlayStation 4,5
10079702,Rollercoaster Tycoon 3: Platinum,5
6235843,Mortal Kombat X,5
14177934,Civilization IV,1
137156,The Elder Scrolls 3: Morrowind,5
30537937,Caribbean Mah Jong,5
178422,Gears of War: Ultimate Edition Standard Version,5
44440242,Solitaire Mystery: Four Seasons,3
52739533,Far Cry 4,5
27820008,The Elder Scrolls Online,5
15057077,Minecraft for PC/Mac,1
20035943,Pillars of Eternity Champion Edition,5
13500642,Game of Thrones Episode 3: The Sword in the Darkness,5
24074148,WavePad Audio Editing Software - Professional Audio and Music Editor for Anyone,5
31113186,Towerfall Ascension ,5
22898717,Sonic Hits Collection,5
45860514,Dead Island Game of the Year Edition,4
47392337,MotoGP 13,5
6758547,Hoyle Classic Board Game Collection 2,5
47667828,Sins of a Solar Empire: Rebellion,4
47971897,Call Of Duty: Advanced Warfare - Havoc,1
38475392,Airport Mania: First Flight,1
36526525,Tomb Raider,1
15697924,Luxor 3,5
3734580,WavePad Audio Editing Software - Professional Audio and Music Editor for Anyone,5
400491,Madden NFL 16 Super Deluxe Edition - Pre-Load,4
13712462,Dragon Age: Origins,3
13779155,Final Fantasy XIV: A Realm Reborn,5
5786418,Assassin's Creed 4,5
31729246,Stronghold 3,1
25349274,Aquascapes,1
13145347,Valiant Hearts: The Great War,5
38475392,Cake Mania,3
3299968,Caesar III,5
527747,Final Fantasy VII,5
14836215,Big City Adventure: Istanbul,5
11934901,All-in-One Solitaire,3
10818160,Final Fantasy VIII,3
50386712,Graven: The Purple Moon Prophecy,4
15124724,Wolfenstein The Old Blood,4
17603762,Dragon Age: Origins,5
2004647,Oddworld: Abe's Exoddus,5
6528561,Fallout 3: Game of The Year Edition,1
43006813,Assassin's Creed Freedom Cry,4
15432460,Mass Effect Trilogy,5
19661451,Tri-Peaks Solitaire To Go,5
38475392,Diner Dash,4
35504716,Plantasia,5
19018697,Marvel Heroes,1
38475392,Luxor,5
3688589,Minecraft for PC/Mac,5
38475392,Burger Shop,1
16535030,Sid Meier's Civilization III: Complete,1
4185472,XCOM: Enemy Unknown,5
29957958,Envelope Printer Lite,3
15697924,Big Kahuna Reef,4
25486458,Avalon Legends Solitaire,5
11384370,Batman: Arkham Knight: A Matter Of Family,5
38475392,Hide & Secret,3
16047288,The Sims 3 Seasons,5
10266863,Ori and the Blind Forest,5
887872,Wildlife Park 2,3
38475392,Farm Frenzy,1
26930534,Sid Meier's Civilization V: Brave New World,1
15697924,Luxor 5th Passage,5
21485213,Star Wars The Old Republic,5
28130907,Final Fantasy XIV Online: 60 Day Time Card,5
44488470,Europa Universalis IV,2
22566661,Sims 4,3
11442229,Call Of Juarez: The Gunslinger,5
25628680,X2 The Threat,4
17113112,Gears of War: Ultimate Edition Standard Version,5
143695,Grand Theft Auto V,5
5214826,900 Aurum: EVE Online,5
39593156,Battlefield: Bad Company 2,5
8043348,Gears of War: Ultimate Edition Deluxe Version,1
38475392,Coffee Rush,1
19346459,Final Fantasy XIV: A Realm Reborn,5
25226773,Destiny - Expansion Pass - PlayStation 4,2
22353250,Sims 4,1
40329035,WWE 2K15,5
37188844,WavePad Audio Editing Software - Professional Audio and Music Editor for Anyone,5
52838432,All-in-One Mahjong 2,1
39593156,Battlefield 4,5
3586335,Sims 4,5
5592171,Death To Spies,5
47174717,Gears of War: Ultimate Edition Standard Version,5
338889,Farming Simulator 2013 Titanium Edition,1
45261421,Big Kahuna Reef 3  ,4
5592171,The Saboteur,4
31596343,PhotoStage Slideshow Software - Share Pictures and Videos to Music or Narration,5
12924909,Sid Meier's Civilization: Beyond Earth,5
41334444,TERA: Rising,5
24611194,Super Mario World - Wii U,5
118649,NBa 2K15,5
1770894,"Otome Game""Midnight Library""Prologue",1
22703914,Sonic Hits Collection,5
37498236,FINAL FANTASY XI Ultimate Collection Seekers Edition,5
43412077,Lord of the Rings Online,5
4437493,Dragon Ball Xenoverse,4
38475392,Granny In Paradise,1
25628680,Never Alone (Kisima Ingitchuna) - PC,3
18074180,Fallout New Vegas,5
5592171,Mass Effect 3 Digital Deluxe,5
42021305,flOw,5
2426602,Call of Duty: Advanced Warfare - PC,1
51465258,Jewel Legends - Tree of Life,5
5592171,Toy Soldiers,5
5592171,Call of Duty War Chest,4
4791147,Mount & Blade: Warband,5
30113428,ARK: Survival Evolved Early Access,1
22746162,Sims 4,2
37986970,Dying Light,5
26084249,Fallout: New Vegas Ultimate Edition,5
5592171,World in Conflict: Complete Edition,4
51465258,100% Hidden Objects,3
44340234,Resident Evil HD Remaster,5
4593696,Transistor,5
20398852,The Wolf Among Us,5
29677070,Plants vs. Zombies Garden Warfare,1
25628680,Rage,4
11129939,Rollercoaster Tycoon 3: Platinum,5
50963640,Dragon Ball Xenoverse,5
5906685,The Warriors,5
27165504,Grand Theft Auto - Vice City,1
11318184,Command and Conquer The Ultimate Collection,3
5305303,FINAL FANTASY XIV: Heavensward,5
30580034,Command and Conquer The Ultimate Collection,3
12078642,Fallout 3: Game of The Year Edition,1
20269788,Until Dawn  - PlayStation 4,5
13645828,Gears of War: Ultimate Edition Standard Version,5
291958,Titanfall Deluxe,5
22336944,Dead Space 3,2
51209733,Second Life,2
12904881,Minecraft,5
142486,flOw,4
37945407,Final Fantasy XIV Online: 60 Day Time Card,3
34718506,Guild Wars 2 Heroic Edition,5
41461409,Gizmos: Riddle Of The Universe,5
6162705,Grand Theft Auto V,5
14158091,Demo Myth Match: A Greek Mythology Review Game,1
10117813,The Crew,4
996667,Battlefield 3,5
138838,Bejeweled 3,5
44876722,MANHUNT/MANHUNT 2,5
24622811,Cradle of Rome,5
39746001,Gears of War: Ultimate Edition Standard Version,4
9207548,Destiny - Expansion Pass - PlayStation 4,3
31367464,FINAL FANTASY XI Ultimate Collection Seekers Edition,5
51298450,Far Cry 3,1
2216187,Castle Secrets: Between Day and Night,2
14158091,INSIDE,1
2216187,Charm Tale 2: Mermaid Lagoon,1
703462,Switch Plus Audio File Converter,5
10245580,Stronghold Kingdoms,5
15339952,Star Wars The Old Republic,5
2216187,Pirate's Solitaire,3
15968113,Star Wars The Old Republic,4
44663738,Dragon Ball Xenoverse,5
26466670,PhotoStage Slideshow Software - Share Pictures and Videos to Music or Narration,5
19632124,Silent Hunter III,5
1639141,Real Heroes: Firefighter,5
39554710,Civilization IV,1
1652567,The Elder Scrolls Online: Tamriel Unlimited - 3000 Crowns,4
216275,ARK: Survival Evolved Early Access,5
44539127,Mahjongg Artifacts: Chapter 2,1
45617537,Hoyle Solitaire,1
14701342,Battlefield 4,5
2602480,God of War III Remastered - PlayStation 4,5
14927929,Minecraft for PC/Mac,4
50851012,Plants Vs. Zombies,1
2691787,Sid Meier's Civilization V,5
799615,Farm Tribe,4
40751777,ZOMBI,3
115394,Dragon Ball Xenoverse,1
139900,Victoria II: A Heart of Darkness,4
996667,Grand Theft Auto IV: Complete,5
19562213,Minecraft for PC/Mac,4
4048538,Thief Gold,5
2216187,Turtle Odyssey 2,5
49841839,The Secret World,5
48147017,Max Payne 3,5
41461409,Asian Riddles,5
1928690,Sims 4,4
2216187,Aquascapes,3
2509024,Corpse Party: Heavenly Bundle (2 For 1 Sale),5
25771817,Questerium: Sinister Trinity,5
15339952,Star Wars The Old Republic,5
41461409,Gizmos: Spirit of Christmas,5
38173350,Age of Wushu 'The Flaming Sun Blade',5
47027266,Envelope Printer Lite,4
139473,All-in-One Mahjong,1
2216187,Avalon Legends Solitaire,4
41461409,Gizmos: Spooky Adventures,5
174244,Max Payne 3,5
140715,Minecraft for PC/Mac,5
231093,Mass Effect Trilogy,5
17878024,Five Nights at Freddy's 2,1
1127361,Bully: Scholarship Edition,5
20480232,Final Fantasy XI: Ultimate Collection Abyssea Edition,5
14726192,Golden Trails 2: The Lost Legacy Standard Edition,5
2707158,My Riding Stables 2: Life with Horses,1
20376016,The 7th Guest,1
22855339,DC Universe Online,2
40405032,Dragon Age 2,1
873145,Fable: The Lost Chapters,4
15219146,Questerium: Sinister Trinity,4
7273829,Dream Chronicles: The Book of Water - Standard Edition,5
21137899,Flight Simulator,1
10048872,Putt-Putt and Pep’s Balloon-o-Rama,5
141712,Destiny,5
129821,Grand Theft Auto: San Andreas,5
13754015,Dragon Age Inquisition,5
3412362,Aloha Solitaire,1
17293665,1 vs 100,4
43716089,Fatal Frame,5
2378626,Cake Mania 3,1
1053528,Football Manager 2015,2
3038271,Gears of War: Ultimate Edition Standard Version,5
16544746,The Elder Scrolls V: Skyrim Legendary Edition,1
107638,Gears of War: Ultimate Edition Standard Version,5
13276605,Rocket League,5
14726192,Lost in Time - Hidden Object Game,1
2229835,State of Decay,4
29738645,Metro Last Light,5
14438311,SimCity - Limited Edition,4
13424299,F117A Nighthawk Stealth Fighter 2.0,1
25866816,Life is Strange - Complete Season,5
46973162,Age of Empires III Complete Collection,5
14193570,Big Kahuna Reef 3  ,5
23738200,Rift,1
24429731,The Witcher 3: Wild Hunt,5
11572161,Valiant Hearts (PS4),5
48740196,World's Greatest Cities Mahjong,1
43716089,Nikopol-Secret of the Immortals,3
43772834,Castle Crashers,4
19883114,Teslagrad,5
14740496,FIFA Soccer 13,5
25866816,Gray Matter,2
11391552,Universal Combat CE,4
41054589,Call of Duty: Advanced Warfare,5
47679470,Rollercoaster Tycoon 3: Platinum,1
11229775,Monopoly Plus,1
41143295,Sid Meier's Civilization: Beyond Earth,4
15919275,Rollercoaster Tycoon 3: Platinum,4
37417020,Star Wars The Old Republic,5
146338,Destiny Expansion II: House of Wolves,5
44606949,Deponia Twister Parent,1
7387945,Diner Dash,5
16394787,Silent Hunter: Wolves of the Pacific,1
36738946,Burger Shop,5
40999815,Envelope Printer Lite,3
40702997,Rocket League,5
47655041,Spec Ops: The Line,3
11561103,SPINTIRES,5
48343053,Mortal Kombat X,5
27251784,All-in-One Mahjong,5
2830122,Nancy Drew: Tomb of the Lost Queen,1
43365956,EverQuest II: Age of Discovery,5
1333549,RuneScape,5
11137254,Dungeon Siege,5
2439133,Grand Theft Auto: San Andreas,5
43365956,EverQuest II Destiny of Velious,5
48322921,King's Quest Collection,5
8481283,The Witcher 3: Wild Hunt,5
1544661,Galactic Civilizations III,4
18162498,100 % Hidden Objects 2,4
49925991,Tri-Peaks Solitaire To Go,3
14186259,Monopoly Plus,2
51762628,Hoyle Card Games ,1
47129187,SimCity - Limited Edition,1
35977209,Super Mario World - Wii U,5
14186259,Child of Light,3
2102612,King's Quest Collection,5
10179041,Chocolatier 2: Secret Ingredients,5
323910,Eastside Hockey Manager,4
15954061,Minecraft for PC/Mac,5
16023977,King's Quest Collection,4
32435923,Star Wars The Old Republic,5
13693972,Titanfall Deluxe,1
33023028,Bioshock 2,2
12132921,Far Cry 4,5
10628827,Airline Tycoon Deluxe,4
12468541,Envelope Printer Lite,4
2113317,SimCity - Limited Edition,1
502045,The Sims 3: Pets,5
146505,Star Wars The Old Republic,5
50679919,Madden NFL 08,3
50684805,ZOMBI,2
30440122,FINAL FANTASY XIV: Heavensward,5
21909677,Final Fantasy VIII,5
35121251,CIV V GOLD + Brave New World,5
10139402,Rocket League,5
51912173,Resident Evil 4,5
42724273,Ace Combat: Assault Horizon,2
14430550,Rome: Total War - Alexander (Expansion),2
12969376,Atari 80 Classic Games in One,5
50755278,A New Beginning,2
21591310,Call of Duty: Ghosts,1
31831501,Bookworm Deluxe,1
17596899,Destiny - Expansion Pass - PlayStation 4,1
15735069,Batman Arkham City GOTY,5
22535681,Halo Reach,3
40702997,SuperFrog HD,2
25807486,Final Fantasy XIV: A Realm Reborn,5
41240741,Wedding Day - Hidden Object Game,4
24081245,Jewel Quest: The Sleepless Star - Collector's Edition,5
10107294,Saints Row 2,4
32691914,Backgammon,1
48563014,Margrave: The Blacksmith's Daughter,3
24230413,Burger Shop 2,2
1216027,Loopy Plane,2
13916683,The Sims 3 Late Night,5
24835983,Super GameHouse Solitaire,5
15105649,Double Play: Family Feud and Family Feud II,5
14473774,Gauntlet: Slayer Edition: Lilith the Necromancer,3
25807486,Star Wars The Old Republic,2
25958406,Thief Gold,3
12288224,The Elder Scrolls Online: Tamriel Unlimited Premium Edition,5
14473774,The Elder Scrolls Online: Tamriel Unlimited - ESO Plus,4
21690933,Bejeweled 3,2
42909941,Majesty 2 Collection,5
27355595,Star Wars The Old Republic,5
20606908,12 Labours of Hercules 3: Girl Power,5
10740641,Royal Envoy 3,4
15744964,Destiny,4
41240741,Across The Plains - Hidden Object Game,4
52909006,All-in-One Mahjong,3
4806705,LEGO: Marvel,1
29089848,The Witcher 3: Wild Hunt,5
47112072,Euro Truck Simulator 2 Go East,5
14473774,Gauntlet: Slayer Edition,5
29624074,Bejeweled 3,5
20949076,Batman: Arkham Knight,5
6844653,MANHUNT/MANHUNT 2,5
22716076,American Sniper,2
50038111,Sid Meier's Civilization V,5
20606908,Kingdom Tales,5
1216027,Tropical Fish Shop 2,4
37140298,Delicious: Emily's Taste of Fame,5
45620274,Magic Heroes: Save Our Park,5
44235804,flOw,5
5193541,Sims 4,3
15945440,Pinochle,1
46747937,1942: The Pacific Air War,5
20606908,Kingdom Tales 2,5
15122215,Mah Jong Quest,5
13318080,Call of Duty: World at War,5
41240741,Fortune Hunter - Hidden Object Game,5
19769205,The Wolf Among Us,5
51514636,Plants vs. Zombies Garden Warfare,4
27206514,Marvel Heroes,4
20822585,Mortal Kombat X,5
122309,Far Cry 4,1
30754148,Sims 4,3
48563014,Avalon Legends Solitaire,5
48563014,Antiquity - Hidden Object Game,5
15103691,Grand Theft Auto IV - PC Download (Standard Edition),1
25980349,Sims 4,4
2494085,RuneScape,2
2388016,God of War III Remastered - PlayStation 4,4
50846746,Total War: Shogun 2,3
30754148,The Sims 4 Spa Day,4
42909941,Majesty Gold,5
24835983,Hoyle Kid's Card Games,5
7395100,UNO,5
28557899,Mahjong Detective: The Stolen Love,3
25807486,Final Fantasy XIV Online: 60 Day Time Card,5
45620274,Legends of Solitaire: The Lost Cards,5
28334290,The Sims 3 Late Night,2
452842,PhotoStage Slideshow Software - Share Pictures and Videos to Music or Narration,5
20606908,The Time Builders: Caveman's Prophecy,5
38546704,NCOIN,4
528823,Call Of Duty: Advanced Warfare - Havoc,5
47059385,Envelope Printer Lite,4
40249388,"Murder, She Wrote 2: Return to Cabot Cove",5
50998042,Silent Hunter V: Battle of the Atlantic,4
44739849,Love,5
11635749,Prison Tycoon 5: Alcatraz,2
23186941,Super Mario Bros. 3  - Wii U,5
27620611,Carcassonne,4
43899269,Bejeweled 3,1
37065088,Mortal Kombat X,5
52808031,Double Play: Jewel Quest 2 and 3,5
3567827,Metro 2033 Redux,4
41608103,Final Fantasy XIV Online: 60 Day Time Card,5
51790807,All-in-One Mahjong,3
30566997,All-in-One Solitaire,1
51608136,Final Fantasy XIV: A Realm Reborn,1
52808031,Fishdom 2,5
37906452,Silent Hunter: Wolves Of The Pacific - Gold Edition,4
49350783,Rocket League,5
10726509,Command and Conquer The Ultimate Collection,1
1722706,Monopoly Plus,2
40968952,Hoyle Classic Board Game Collection 4,1
2808130,Call of Duty: World at War,5
2544270,Baldur's Gate Enhanced Edition,5
14980848,Ride'em Low - Free Demo,1
47186351,Grand Theft Auto V,3
30603708,Project CARS,5
4135292,Shining Force II,5
44616537,Assassin’s Creed Chronicles China,5
43437681,Age of Empires II HD,4
49133946,Marvel Heroes,1
1073929,Minecraft for PC/Mac,5
29422879,Call of Duty: Advanced Warfare - Supremacy,5
52808031,Natural Threat: Ominous Shores,5
33229078,Blood Bowl: Chaos Edition,5
27706711,Mahjong Solitaire,5
7236400,Grand Theft Auto V,5
21548211,Project CARS,3
52808031,Gardenscapes,5
472601,Call of Duty: World at War,5
42082589,Life is Strange - Complete Season,5
22877307,Slingo Quest,5
52808031,Cradle of Egypt - Collector's Edition,5
14980848,King's Bounty: Armored Princess,1
91255,Peggle Nights,3
42700429,Katamari Damacy,5
45412234,The Elder Scrolls Online: Tamriel Unlimited - ESO Plus,5
52808031,Jewel Quest Mysteries,5
52808031,Mystery of Mortlake Mansion,5
21618756,ARK: Survival Evolved Early Access,5
10236057,Sims 4,1
52808031,Jewel Quest,5
18516527,Sunset Override,5
47499920,The Witcher 3: Wild Hunt,5
149440,Titanfall Deluxe,5
159224,Reel Deal Casino Millionaires Club,1
20925089,Sid Meier's Civilization V: Brave New World,5
11591389,Minecraft for PC/Mac,5
23722850,"MoneyLine Personal Finance Software for Money Management, Budgeting and Tracking",5
38404006,Mass Effect 3,4
14047723,Castle,3
6345906,Brothers in Arms Road to Hill 30,5
14989184,Fallout 3: Game of The Year Edition,1
6556556,Grand Theft Auto V,5
1929618,Hitman: Blood Money - Xbox 360,5
5123602,Tomb Raider,5
576966,Killing Floor 2,3
28000101,King's Quest Collection,5
13058876,FIFA 14,5
1437922,PlanetSide 2,4
23983145,Final Fantasy XIV: A Realm Reborn,4
13058876,Assassin's Creed IV Black Flag,5
32036711,Bejeweled 3,5
45162450,Bookworm Deluxe,3
30383065,Saints Row: The Third,5
116789,PlayStation All-Stars Battle Royale,5
23365078,Farmscapes,5
7611443,Sims 4,5
40702997,Kane and Lynch: Dead Men,3
16134079,Club Vegas Blackjack,5
44101834,Baldur's Gate II: Enhanced Edition,5
1372572,Command & Conquer The Ultimate Collection,2
46595223,Call of Duty: Black Ops II,4
23991819,FINAL FANTASY XIV: Heavensward,5
43182272,Elder Scrolls V: Skyrim,4
18751922,PES 2015 - Parent,5
40751777,inFAMOUS First Light,4
23397605,Star Wars The Old Republic,4
1926718,SimCity: Cities of Tomorrow,3
43182272,Dead Space 3,3
14437608,Star Wars The Old Republic,5
11924468,Dragon Age Inquisition,5
507521,Bully: Scholarship Edition,1
12104504,Marvel Heroes,4
20598424,The Sims 3 Supernatural,5
38178608,Grand Theft Auto V,4
11432901,The Book of Unwritten Tales 2,5
13058876,Grand Theft Auto V,5
32844870,Minecraft for PC/Mac,5
47833324,Pool Pro Online 3,2
46595223,ZZZ MX vs ATV Reflex,4
795525,Grand Theft Auto V,1
3032524,BioWare Points,5
24611385,Final Fantasy XIV: A Realm Reborn,5
52902599,The Evil Within,1
